t,AAPL,MSFT,GOOGL,AMZN,NVDA,META,TSLA,LLY,AVGO,JPM,V,UNH,XOM,JNJ,WMT,MA,PG,HD,COST,ORCL,MRK,ABBV,CVX,KO,PEP,BAC,ADBE,CRM,NFLX,AMD,TMO,MCD,CSCO,ACN,ABT,WFC,DIS,INTC,IBM,GE,CMCSA,VZ,T,PFE,NKE,QCOM,TXN,PM,HON,UPS,GS,CAT,BA,MMM,C,AMGN,BMY,LOW,INTU,BRK-B
2019-04-05,49.25,119.89,60.573,91.864,4.774,175.72,18.331,126.99,30.428,105.31,157.65,248.78,82.49,136.18,32.943,236.63,103.65,202.06,245.87,53.93,81.15,83.45,126.42,46.47,121.62,29.08,267.45,158.56,36.549,28.98,276.49,190.71,55.21,178.15,79.0,48.78,115.0,55.6,136.979,80.08,40.42,59.09,24.434,42.99,85.4,57.99,113.63,85.44,152.403,114.33,202.38,140.36,391.93,215.41,65.55,195.41,46.64,114.98,261.7,205.33
2019-04-08,50.025,119.93,60.414,92.493,4.795,174.93,18.213,127.16,30.448,105.65,157.75,248.75,83.0,136.14,33.077,236.27,104.97,203.55,246.52,53.72,80.95,83.98,126.68,46.55,122.0,29.17,268.81,158.47,36.141,28.53,278.42,189.85,55.49,178.91,78.52,48.88,114.96,55.68,137.084,75.92,40.71,59.13,24.464,43.14,84.73,57.76,115.22,85.31,152.743,113.97,202.54,139.82,374.52,215.02,66.07,194.88,46.79,115.79,260.76,205.25
2019-04-09,49.875,119.28,60.135,91.792,4.732,177.58,18.154,127.24,30.345,104.87,157.49,248.79,81.93,135.57,32.897,235.91,104.66,200.9,244.91,53.83,80.8,82.69,125.54,46.67,122.17,28.89,268.99,156.97,36.471,27.24,277.8,190.08,55.18,177.73,78.67,48.14,116.86,55.32,135.86,73.76,41.04,58.4,23.98,42.84,84.28,57.44,113.94,85.84,151.602,112.91,200.62,136.35,369.04,211.96,65.2,192.98,45.98,113.14,258.9,204.92
2019-04-10,50.155,120.19,60.323,92.367,4.803,177.82,18.404,127.19,30.751,105.34,158.56,246.03,81.56,135.58,33.2,237.06,104.65,199.43,245.61,53.97,80.82,82.95,125.49,46.64,122.04,29.07,271.58,160.24,36.392,27.83,278.85,189.22,55.82,177.0,78.97,47.79,117.16,55.75,136.73,73.28,41.08,58.61,24.079,42.73,84.88,56.33,114.92,85.71,150.773,113.08,202.98,137.53,364.94,212.11,65.52,193.89,45.89,113.76,259.09,204.52
2019-04-11,49.738,120.33,60.48,92.204,4.789,177.51,17.895,125.15,30.941,106.23,157.86,235.42,81.95,135.21,33.6,236.04,104.75,201.48,241.24,53.79,79.84,81.77,125.99,46.71,121.67,29.07,271.9,160.73,36.765,27.79,280.51,188.88,55.6,178.36,78.51,47.74,116.6,55.8,137.457,72.96,41.04,58.56,24.32,42.27,85.0,55.9,114.88,85.51,151.649,113.49,202.83,138.87,370.16,213.53,65.91,192.11,46.09,115.13,259.59,206.67
2019-04-12,49.718,120.95,61.137,92.153,4.75,179.1,17.847,123.06,31.703,111.21,159.64,223.22,80.92,135.98,33.853,238.83,105.06,203.85,241.95,54.5,79.43,80.78,119.76,46.74,122.23,30.17,271.86,160.71,35.114,27.85,280.65,191.6,56.29,178.64,78.01,46.49,130.06,56.42,138.002,72.0,41.3,58.74,24.32,41.71,86.24,56.95,116.76,85.77,153.129,114.46,207.84,141.2,379.64,217.42,67.42,191.42,45.57,116.26,260.06,210.56
2019-04-15,49.808,121.05,61.327,92.244,4.618,179.65,17.759,124.08,31.64,109.94,160.44,230.2,80.65,136.52,34.143,239.15,105.73,204.86,246.33,54.63,78.53,81.03,120.14,47.0,123.66,29.84,272.22,160.09,34.887,27.33,277.56,191.85,56.56,179.3,77.5,46.77,132.04,56.28,137.572,71.84,41.78,58.71,24.184,42.09,86.83,57.18,115.09,86.19,152.686,113.64,199.91,140.25,375.46,215.83,67.38,191.2,46.5,117.18,260.88,209.74
2019-04-16,49.813,120.77,61.596,93.152,4.705,178.87,18.224,119.96,31.85,111.1,160.23,220.96,81.2,138.02,34.31,240.09,106.42,204.47,245.34,54.59,77.56,80.21,121.17,46.95,122.41,29.88,271.43,158.69,35.946,27.93,266.83,191.7,56.95,179.06,76.38,47.65,129.9,56.71,138.757,73.12,41.97,58.79,24.358,40.92,87.8,70.45,116.37,86.21,153.497,113.94,201.84,142.03,381.72,216.9,69.31,188.05,46.02,117.03,257.99,211.8
2019-04-17,50.783,121.77,62.007,93.241,4.682,178.78,18.082,116.5,32.053,114.3,160.44,216.84,81.43,138.52,34.387,241.0,105.85,206.55,245.56,54.48,73.92,77.98,120.27,47.28,127.01,30.03,269.45,155.34,35.474,27.49,257.51,191.61,56.31,178.95,72.88,47.55,131.75,58.56,132.992,72.96,42.57,57.78,24.131,39.88,88.73,79.08,115.6,85.48,153.525,114.49,207.9,142.74,377.52,217.64,70.35,182.47,45.8,117.12,256.27,210.37
2019-04-18,50.965,123.37,62.074,93.085,4.658,178.28,18.217,115.2,31.862,113.46,160.16,221.75,81.13,137.52,34.393,240.89,106.05,205.66,245.81,54.52,73.19,77.57,119.86,47.48,127.09,30.03,270.57,155.99,36.035,27.68,259.78,194.91,56.4,178.61,73.92,47.58,132.45,58.49,134.159,74.8,42.43,58.04,24.192,39.38,89.2,79.89,115.51,84.49,159.34,114.15,205.91,143.36,380.07,218.88,69.67,177.47,45.52,113.74,257.77,209.99
2019-04-22,51.133,123.76,62.688,94.366,4.712,181.44,17.517,115.47,31.5,113.6,160.4,227.11,82.9,137.83,34.123,243.05,106.01,204.78,243.42,54.62,73.46,78.15,121.9,47.4,126.44,30.05,272.21,158.76,37.734,28.18,259.09,193.92,56.34,178.07,74.51,47.26,131.68,58.82,132.782,74.56,42.0,58.37,24.23,38.98,87.36,81.97,114.95,84.29,158.567,113.62,204.6,142.38,375.17,218.54,69.09,176.36,45.24,113.43,261.59,209.49
2019-04-23,51.87,125.44,63.53,96.189,4.767,183.78,17.593,117.49,31.564,113.74,161.66,230.58,83.38,139.9,34.357,243.49,103.16,206.05,245.58,54.94,74.6,78.66,122.02,48.21,127.09,30.07,278.49,161.23,38.189,27.97,263.92,195.26,56.69,180.48,76.1,47.35,133.36,58.78,134.264,74.64,41.99,57.15,24.245,39.42,87.43,86.72,116.38,84.91,161.932,113.6,204.14,142.03,374.02,219.5,69.2,179.76,45.32,113.54,265.68,211.61
2019-04-24,51.79,125.01,63.003,95.088,4.779,182.58,17.244,118.0,31.433,113.55,161.49,230.35,81.76,139.2,34.51,245.29,103.69,206.72,247.96,55.18,74.73,78.67,118.28,47.98,126.92,30.02,275.45,159.56,37.423,28.46,261.56,197.63,56.88,180.81,76.75,47.48,135.1,58.72,133.795,74.56,41.85,57.08,23.255,39.37,88.39,86.83,118.43,84.45,161.442,114.43,200.54,137.73,375.46,219.08,68.83,178.3,44.62,113.97,264.04,210.57
2019-04-25,51.32,129.15,63.367,95.113,4.673,193.26,16.509,118.23,31.182,113.61,161.02,230.79,82.22,139.65,34.507,245.61,103.28,206.5,245.6,55.01,76.34,79.34,117.9,47.84,126.13,30.08,277.66,163.09,36.833,27.66,269.55,197.93,56.33,179.95,78.11,47.51,137.24,57.61,132.533,72.96,42.93,55.85,22.915,39.61,87.56,85.07,117.17,83.59,160.622,105.13,201.4,136.13,382.8,190.72,68.73,180.48,45.64,113.6,263.84,211.95
2019-04-26,51.075,129.89,63.871,97.532,4.452,191.49,15.676,119.87,31.041,114.47,162.93,237.0,80.49,140.39,33.843,246.68,105.86,203.61,243.82,55.41,76.63,79.7,117.1,48.26,126.4,30.35,281.96,165.96,37.485,27.88,273.22,197.42,55.88,180.83,78.56,47.96,139.92,52.43,133.308,76.56,43.08,56.58,23.172,39.97,88.31,86.64,117.21,84.76,162.347,103.95,203.08,139.03,380.79,191.67,69.51,181.47,45.89,112.48,253.58,214.22
2019-04-29,51.153,129.77,64.81,96.922,4.483,194.78,16.098,119.6,31.272,116.12,164.15,237.45,79.97,139.84,33.853,247.13,104.78,202.16,244.28,55.08,76.78,80.3,117.72,48.42,126.69,30.77,286.14,165.36,37.183,27.69,272.52,197.12,56.13,181.21,78.27,48.27,139.3,51.11,132.935,77.84,43.45,56.84,23.323,39.59,88.26,87.25,116.7,84.9,162.63,104.84,206.92,139.02,379.05,190.21,71.03,181.17,46.32,112.22,247.73,216.58
2019-04-30,50.168,130.6,59.948,96.326,4.525,193.4,15.913,117.04,31.84,116.05,164.43,233.07,80.28,141.2,34.28,254.24,106.48,203.7,245.53,55.33,78.71,79.39,120.06,49.06,128.05,30.58,289.25,165.35,37.054,27.63,277.45,197.57,55.95,182.67,79.56,48.41,136.97,51.04,134.101,81.36,43.53,57.19,23.384,40.61,87.83,86.13,117.83,86.56,163.648,106.22,205.92,139.42,377.69,189.51,70.7,179.32,46.43,113.14,251.06,216.71
2019-05-01,52.63,127.88,58.666,95.576,4.512,193.03,15.601,118.18,31.89,115.16,162.79,231.95,78.67,141.95,33.787,248.75,104.93,198.8,241.59,54.88,78.72,78.89,117.81,48.59,127.24,30.26,283.35,162.15,37.881,26.81,276.49,194.17,55.58,181.31,78.74,48.23,136.38,50.76,134.379,80.8,43.42,56.52,23.255,40.77,85.9,86.37,116.29,85.78,161.112,104.62,204.73,138.15,376.8,186.07,69.96,176.14,46.58,110.7,243.85,216.71
2019-05-02,52.288,126.21,58.326,95.041,4.58,192.53,16.273,118.46,31.582,115.41,161.12,232.45,77.29,141.28,33.717,247.19,105.56,201.01,242.69,54.6,79.52,78.47,116.38,48.39,126.83,30.5,279.64,161.83,37.906,28.29,277.81,194.61,54.94,179.39,78.78,48.3,134.14,50.55,133.451,82.0,42.65,56.99,23.127,41.01,85.27,87.14,117.46,84.92,161.527,105.51,204.99,135.17,375.8,184.75,70.36,176.5,46.88,112.11,245.95,215.93
2019-05-03,52.938,128.9,59.478,98.123,4.575,195.47,17.002,116.91,31.571,116.12,162.04,231.95,77.47,142.01,34.027,247.95,106.08,200.56,244.62,54.79,80.0,78.71,117.27,48.72,127.67,30.71,285.58,163.34,38.503,28.22,278.64,197.52,54.94,176.98,78.69,48.65,134.33,51.75,134.082,84.0,43.29,57.24,23.187,41.39,85.7,89.29,117.47,85.7,163.563,106.65,207.52,139.06,376.46,185.22,70.67,177.31,48.62,112.36,248.86,218.6
2019-05-06,52.12,128.15,59.673,97.528,4.496,193.88,17.023,116.65,31.157,115.09,162.28,240.5,77.13,142.09,34.153,248.64,105.68,199.63,244.23,54.85,79.48,79.26,118.4,48.47,127.27,30.47,283.66,162.5,37.867,27.42,278.96,198.9,54.59,176.26,79.07,48.43,135.0,51.22,134.207,83.44,43.3,56.91,23.104,41.65,83.57,88.25,115.86,85.12,162.686,104.62,206.43,136.76,371.6,183.04,70.41,177.06,48.1,111.35,248.48,213.16
2019-05-07,50.715,125.52,58.943,96.05,4.328,189.77,16.471,114.94,30.729,113.21,160.21,238.05,76.72,139.97,33.767,245.06,104.7,194.77,240.18,54.0,77.9,77.95,118.27,48.0,125.98,29.92,277.07,156.9,37.046,26.66,271.7,198.04,53.45,173.94,76.91,47.17,133.44,50.48,131.587,80.88,42.76,56.63,23.059,40.83,82.54,85.2,113.93,84.43,160.085,102.09,202.63,133.67,357.23,179.12,68.16,173.87,47.22,107.12,244.41,209.43
2019-05-08,50.725,125.51,58.539,95.889,4.348,189.54,16.323,116.25,30.339,112.61,160.76,239.15,76.84,139.79,33.433,245.33,105.07,195.17,241.34,53.99,78.18,77.99,117.5,47.85,126.02,29.8,276.77,156.86,36.437,27.09,270.51,198.03,53.47,173.82,76.22,47.0,134.99,49.24,131.931,81.28,42.55,56.38,22.885,40.95,82.77,84.54,112.56,83.81,160.566,101.85,200.95,131.95,359.75,178.59,68.22,172.15,47.45,106.73,244.12,209.29
2019-05-09,50.18,125.5,58.399,94.994,4.255,188.65,16.132,115.8,30.406,112.52,159.81,237.97,76.77,138.73,33.18,245.31,104.24,194.58,243.47,54.25,78.33,77.91,121.19,47.4,126.05,29.71,275.79,156.31,36.275,27.21,269.0,197.73,52.92,174.46,76.42,46.74,133.59,46.62,129.388,80.32,42.92,56.48,22.946,40.64,82.98,83.78,112.15,83.93,160.594,100.75,201.63,131.2,354.13,175.28,67.63,172.87,47.23,106.29,241.3,208.56
2019-05-10,49.295,127.13,58.382,94.499,4.221,188.34,15.968,116.22,30.396,112.51,160.71,240.59,76.56,139.05,33.97,247.43,106.01,194.58,247.02,54.65,78.19,77.45,121.99,48.19,128.01,29.58,278.48,159.94,36.104,27.96,269.18,199.99,53.36,174.3,76.45,47.15,134.04,46.2,129.369,81.04,43.15,56.91,23.127,40.72,83.95,85.84,112.6,84.54,161.762,100.63,202.05,131.34,354.67,175.86,67.9,171.85,47.01,106.64,244.63,209.02
2019-05-13,46.43,123.35,56.83,91.134,3.961,181.54,15.134,114.37,29.338,109.45,157.33,239.55,75.71,137.2,33.297,241.38,106.11,190.34,241.92,53.43,77.17,76.87,120.44,48.05,127.16,28.25,267.7,153.15,34.526,26.24,261.08,199.03,51.3,171.02,75.5,46.33,131.34,44.76,125.641,78.96,42.28,56.75,23.014,40.57,82.53,83.89,107.11,83.7,157.229,99.35,194.97,125.3,337.37,174.07,64.38,167.6,45.9,104.66,236.93,205.01
2019-05-14,47.165,124.73,56.243,92.006,4.051,180.73,15.487,114.94,30.2,110.32,160.21,236.43,75.81,136.82,33.43,245.94,105.6,191.62,242.73,54.13,77.42,78.44,121.64,48.69,127.41,28.62,271.86,158.07,34.561,27.32,267.39,198.01,52.02,173.61,76.03,46.49,133.2,45.17,127.447,82.56,42.91,56.55,23.482,40.66,83.67,86.13,109.04,84.09,158.492,99.76,196.28,127.47,343.04,175.21,65.26,167.81,45.91,105.75,240.99,203.69
2019-05-15,47.73,126.02,58.54,93.558,3.99,186.27,15.463,115.62,30.437,109.9,162.79,236.08,76.37,136.91,33.293,249.15,106.7,191.76,244.67,54.56,77.55,78.78,122.14,49.18,129.35,28.29,276.82,155.06,35.499,27.58,263.04,199.07,52.44,175.4,76.51,45.84,134.68,45.62,128.489,82.08,42.49,56.81,23.603,41.15,84.01,86.26,110.29,85.34,159.642,101.54,196.4,127.3,345.64,174.12,64.87,169.87,46.63,107.62,243.14,202.98
2019-05-16,47.52,128.93,59.225,95.379,4.005,186.99,15.222,116.73,29.729,111.31,164.87,236.79,76.36,138.21,33.77,253.42,108.11,192.38,247.44,54.64,79.13,79.5,120.8,49.58,130.27,28.59,283.55,158.48,35.931,28.01,267.02,199.99,55.93,178.17,76.6,45.9,135.5,45.53,129.904,81.04,43.19,57.38,23.882,41.64,84.28,82.81,109.21,85.51,160.971,101.31,199.14,126.61,353.81,171.81,65.98,169.92,47.12,108.59,247.55,204.63
2019-05-17,47.25,128.07,58.439,93.45,3.913,185.3,14.069,116.01,28.989,110.77,164.09,241.38,75.91,138.61,33.62,252.55,107.45,192.58,248.35,54.5,78.72,79.46,120.52,49.2,130.51,28.4,279.85,154.57,35.445,27.5,261.73,199.22,56.35,178.33,75.97,45.7,135.04,44.89,128.413,80.0,43.54,58.09,24.018,41.47,84.57,81.5,106.79,86.81,160.179,99.4,197.43,122.76,355.02,169.09,65.07,169.91,46.85,109.02,245.45,203.27
2019-05-20,45.773,126.22,57.233,92.949,3.794,182.72,13.691,116.23,27.259,111.35,163.47,245.99,75.9,138.42,33.84,253.49,107.33,190.95,248.9,53.66,78.88,79.82,120.84,48.85,129.99,28.4,275.45,155.98,34.811,26.68,262.91,198.99,56.01,178.54,75.77,45.45,133.91,43.56,129.178,79.04,42.78,59.01,24.313,41.59,82.85,76.62,104.73,86.23,158.926,98.52,197.24,122.43,352.79,166.25,64.96,168.39,46.31,109.2,243.69,202.73
2019-05-21,46.65,126.9,57.722,92.876,3.877,184.82,13.672,116.58,27.533,111.73,163.86,249.94,76.25,138.12,33.707,255.36,106.37,191.45,249.93,54.17,79.5,80.88,121.34,48.6,129.05,28.69,278.07,155.78,35.427,27.35,265.36,199.84,56.52,179.57,76.03,46.33,134.09,44.46,130.449,79.68,43.29,59.5,24.479,41.67,83.64,77.75,107.0,85.76,159.849,99.41,199.11,124.95,358.75,167.3,66.08,169.69,47.43,111.1,246.08,203.36
2019-05-22,45.695,127.67,57.793,92.984,3.805,185.32,12.849,117.98,26.922,110.82,164.24,249.34,75.56,138.76,34.077,256.9,106.72,188.91,249.51,54.2,80.98,81.59,120.57,49.65,130.07,28.49,281.82,157.64,35.973,27.41,271.66,199.96,55.69,180.39,76.26,46.1,133.85,44.0,130.354,79.2,43.3,59.25,24.381,41.99,83.2,69.31,106.78,85.49,159.576,97.5,195.52,123.56,352.78,169.74,64.66,171.3,47.74,97.94,247.53,202.6
2019-05-23,44.915,126.18,57.267,90.774,3.683,180.87,13.033,116.81,26.009,108.64,161.51,246.5,73.79,139.79,33.953,249.73,106.76,192.0,248.53,53.08,81.02,81.15,117.87,49.85,129.97,27.76,274.25,153.71,35.221,26.36,271.02,198.97,54.19,178.27,75.63,45.56,132.73,44.53,126.568,76.48,42.73,58.87,24.275,41.92,82.64,68.255,105.83,86.24,156.871,96.17,191.97,122.26,350.55,165.87,63.9,172.11,47.3,94.8,241.31,201.3
2019-05-24,44.743,126.24,56.931,91.164,3.629,181.06,12.709,116.79,25.594,109.71,162.64,247.63,74.1,138.85,34.223,251.48,106.69,193.59,247.3,52.77,81.17,80.06,118.71,49.61,129.5,28.18,274.77,154.51,35.439,26.44,271.8,197.77,54.37,178.81,76.98,46.17,132.79,44.57,126.463,75.6,42.67,59.32,24.373,41.95,82.16,66.21,105.06,84.64,157.097,95.85,193.0,122.9,354.9,166.09,64.39,171.28,46.81,95.37,257.48,201.69
2019-05-28,44.558,126.16,56.978,91.822,3.583,184.31,12.58,115.76,25.448,108.52,163.71,242.06,72.61,137.07,34.14,253.43,104.46,191.55,246.31,51.75,80.26,78.03,118.31,49.1,127.63,27.9,278.25,155.19,35.478,29.03,266.38,196.67,53.93,178.39,75.71,45.59,132.62,43.57,124.723,74.88,42.47,58.73,24.116,41.9,81.2,65.37,103.21,81.55,155.759,94.07,189.44,121.59,354.88,163.35,63.79,168.85,45.86,91.87,255.7,199.7
2019-05-29,44.345,124.94,55.997,90.96,3.509,182.19,12.657,115.49,25.412,108.22,162.73,242.4,72.16,131.33,34.04,253.56,104.19,189.99,240.69,51.69,79.36,78.06,116.77,48.61,128.17,27.75,273.38,152.89,34.919,28.09,264.76,196.02,53.18,177.61,75.67,45.48,131.57,44.23,123.987,74.96,41.92,58.18,24.101,41.72,78.87,65.76,104.15,81.14,154.92,94.77,188.05,121.48,348.8,161.4,63.71,169.18,45.38,93.23,249.62,198.52
2019-05-30,44.575,125.73,56.071,90.816,3.478,183.01,12.548,115.9,25.662,107.06,162.76,243.5,71.97,132.11,34.063,254.19,105.33,191.08,241.54,51.72,79.68,77.61,115.38,49.25,128.61,27.16,274.51,155.66,35.185,28.03,267.98,199.24,53.57,178.82,76.52,45.05,132.2,44.73,123.872,75.76,41.74,56.83,24.063,41.9,79.26,66.59,105.44,79.6,155.938,95.75,187.37,121.84,349.87,160.58,63.61,169.04,45.88,93.88,248.08,199.74
2019-05-31,43.768,123.68,55.325,88.754,3.387,177.47,12.344,115.94,25.164,105.96,161.33,241.8,70.77,131.15,33.813,251.49,102.91,189.85,239.58,50.6,79.21,76.71,113.85,49.13,128.0,26.6,270.9,151.41,34.328,27.41,266.98,198.27,52.03,178.07,76.13,44.37,132.04,44.04,121.405,75.52,41.0,54.35,23.097,41.52,77.14,66.82,104.31,77.13,154.863,92.92,182.49,119.81,341.61,159.75,62.15,166.7,45.37,93.28,244.85,197.42
2019-06-03,43.325,119.84,51.937,84.635,3.345,164.15,11.931,116.77,25.318,106.46,158.6,236.56,71.88,131.44,33.987,242.26,103.8,189.57,241.07,50.24,80.26,75.7,115.99,49.98,128.98,26.68,259.03,145.1,33.663,27.58,265.28,198.78,51.78,175.16,75.71,44.52,132.47,43.46,122.629,76.24,40.96,56.38,23.482,41.92,77.96,66.66,105.17,78.61,156.899,94.13,183.19,120.65,338.89,160.04,62.61,172.36,46.12,93.84,238.07,198.56
2019-06-04,44.91,123.16,52.725,86.478,3.575,167.5,12.907,117.56,26.57,109.74,162.33,240.76,73.59,133.73,34.187,249.18,104.68,195.25,245.61,52.02,81.08,76.75,117.3,50.0,129.07,27.92,268.71,150.81,35.34,29.57,267.97,199.63,53.23,177.97,77.46,45.68,134.82,44.79,126.855,80.0,41.4,56.22,23.776,42.23,81.62,68.45,109.12,78.5,158.483,97.66,189.88,122.08,344.62,164.29,65.88,174.73,46.63,96.83,247.1,201.59
2019-06-05,45.635,125.83,52.232,86.925,3.532,168.17,13.106,117.02,26.572,110.13,165.39,242.77,72.98,134.38,34.807,256.26,106.73,196.69,247.96,52.1,81.69,77.06,117.65,50.78,131.39,27.91,272.86,158.44,35.573,29.5,274.79,200.13,54.75,179.56,78.69,45.86,135.94,44.55,125.707,79.12,41.3,57.03,23.927,42.48,82.72,67.02,109.48,77.25,159.67,98.21,188.44,123.12,348.75,163.85,65.78,174.55,46.63,96.25,252.12,203.3
2019-06-06,46.305,127.82,52.388,87.718,3.595,168.33,13.73,117.5,27.279,110.37,166.92,241.82,74.31,136.68,35.037,257.83,107.38,197.17,251.21,52.59,81.44,77.07,120.68,51.4,131.98,27.88,274.8,159.31,35.713,31.82,276.26,203.05,55.1,180.4,80.09,45.92,137.21,45.1,126.405,79.36,41.15,57.54,24.245,42.71,82.45,67.59,110.19,77.2,160.471,98.0,189.81,123.39,350.64,164.72,66.47,174.45,46.15,96.24,253.2,204.77
2019-06-07,47.538,131.4,53.419,90.202,3.638,173.35,13.633,118.35,27.487,109.16,170.05,246.77,74.58,138.55,35.353,265.8,108.77,197.3,256.01,53.26,82.46,77.43,121.48,51.49,133.47,27.53,278.16,161.27,36.087,32.41,281.69,205.48,55.93,182.92,80.74,45.63,138.04,46.03,127.447,79.84,41.48,57.24,24.539,42.92,83.41,68.69,111.17,78.17,162.356,98.23,189.81,124.46,353.7,166.61,65.69,175.51,46.75,96.76,257.47,205.81
2019-06-10,48.145,132.6,54.138,93.032,3.711,174.82,14.192,113.93,28.021,110.34,170.82,248.14,74.91,139.02,35.84,266.1,108.72,198.05,256.85,54.01,82.48,76.95,122.29,51.38,133.59,28.07,280.34,152.79,35.201,33.23,283.76,201.3,56.42,184.44,81.27,46.27,137.07,46.8,128.815,80.4,41.29,56.15,24.116,43.07,82.58,70.54,112.63,76.96,161.433,100.09,194.12,125.74,353.8,168.29,67.12,175.58,46.01,96.31,260.52,207.16
2019-06-11,48.703,132.1,54.052,93.185,3.769,178.1,14.473,112.21,28.348,110.68,170.31,245.87,74.84,139.78,35.98,263.66,109.38,198.01,257.11,53.94,82.98,78.17,121.17,51.33,133.2,28.24,275.99,150.15,35.127,32.41,285.05,203.26,57.11,183.37,81.12,46.26,135.08,46.85,129.971,80.96,41.22,56.83,24.252,42.67,83.26,71.24,112.93,78.14,161.781,100.01,194.73,127.28,349.33,168.91,67.88,174.62,46.87,96.35,256.73,206.63
2019-06-12,48.548,131.49,53.955,92.766,3.655,175.04,13.951,115.24,27.973,109.27,171.59,244.5,74.03,141.68,36.273,263.85,109.68,198.94,257.23,53.62,83.71,78.57,120.19,51.64,133.14,27.95,276.84,151.28,34.556,32.18,285.22,204.93,55.86,184.59,81.95,44.91,135.72,46.32,128.939,82.24,41.45,57.36,24.305,43.08,82.63,69.59,110.34,77.21,162.959,100.4,190.22,127.1,347.03,169.01,66.81,175.6,47.63,96.33,257.39,204.57
2019-06-13,48.538,132.32,54.551,93.515,3.707,177.47,14.261,111.82,28.161,109.54,169.35,244.96,74.68,140.71,36.217,261.2,110.91,202.35,259.71,53.84,82.9,78.95,120.91,51.13,132.94,27.94,276.3,151.34,34.343,31.39,286.24,204.49,56.17,184.95,82.29,45.29,141.74,46.7,129.79,82.48,41.69,57.62,24.388,42.5,83.61,69.93,111.18,77.59,163.233,102.02,191.45,127.17,348.86,168.85,67.08,176.71,47.33,98.62,257.19,204.99
2019-06-14,48.185,132.45,54.315,93.484,3.616,181.33,14.328,111.74,26.593,109.82,169.66,245.37,74.35,140.09,36.357,260.1,111.2,205.77,260.15,53.28,82.78,78.69,120.81,51.31,132.73,28.04,274.28,150.01,33.973,30.36,285.26,205.29,54.75,184.97,82.22,45.59,141.65,46.19,129.207,81.84,42.31,58.28,24.434,42.76,83.44,68.72,107.31,77.2,162.875,101.62,191.66,127.23,347.16,166.69,67.48,176.08,47.56,99.63,254.13,205.16
2019-06-17,48.473,132.85,54.695,94.302,3.626,189.01,15.002,113.4,26.597,109.22,169.56,245.97,75.09,139.44,36.387,259.2,110.99,206.98,261.43,53.13,83.3,78.65,121.39,50.87,132.52,27.93,275.6,150.29,35.062,29.2,285.93,203.81,55.4,183.9,82.05,45.27,140.97,46.13,129.015,80.4,42.56,57.63,24.396,42.88,82.11,69.11,106.72,77.99,162.451,101.4,190.83,127.32,354.9,166.78,66.54,178.39,48.21,100.08,254.74,203.48
2019-06-18,49.613,135.16,55.262,95.069,3.822,188.47,14.983,114.65,27.805,110.71,169.28,245.7,75.74,140.23,36.55,258.81,109.6,207.48,262.74,52.9,84.49,78.25,122.93,50.64,132.06,28.62,276.78,150.59,35.712,30.45,289.2,204.51,56.05,184.5,83.42,46.1,139.24,47.37,130.382,83.36,43.25,57.33,24.502,43.07,84.3,71.96,111.04,77.11,165.646,102.15,194.98,130.33,373.96,171.86,67.98,181.61,47.79,99.31,258.22,206.01
2019-06-19,49.468,135.69,55.226,95.44,3.828,187.48,15.095,115.23,27.749,109.91,170.69,250.19,75.32,140.45,36.54,259.87,110.42,207.94,263.66,52.68,85.36,77.61,122.89,51.12,132.85,28.32,291.21,154.14,36.352,30.5,292.78,204.55,56.13,183.95,84.33,45.65,140.92,47.07,131.052,82.72,43.14,57.63,24.479,43.5,83.55,71.8,111.3,76.65,165.325,101.56,195.64,130.61,368.56,170.75,67.59,182.77,48.61,98.73,262.65,206.75
2019-06-20,49.865,136.95,55.66,95.91,3.853,189.53,14.641,115.56,27.905,110.19,173.74,247.76,76.61,142.21,36.773,266.79,111.74,211.25,267.35,56.99,84.6,78.34,124.28,51.66,134.16,28.27,302.11,157.2,36.521,30.01,293.34,205.12,57.41,186.52,84.94,45.86,142.02,47.19,132.744,85.04,43.68,57.34,24.577,43.6,85.24,72.74,112.71,77.18,166.155,103.4,195.7,133.63,374.88,173.94,68.1,184.08,48.89,101.44,266.66,208.04
2019-06-21,49.695,136.97,56.269,95.565,3.794,191.14,14.791,115.49,27.399,109.44,173.44,252.28,77.69,142.09,37.043,264.47,111.2,209.39,266.13,56.12,84.57,78.78,124.93,51.55,133.96,28.12,299.33,156.84,36.921,29.1,294.46,204.26,57.03,185.56,85.0,46.89,140.23,47.46,133.078,83.84,43.56,57.77,24.509,43.67,85.75,72.72,112.32,79.22,164.288,102.17,195.94,133.89,371.84,173.35,67.97,187.11,49.34,100.84,261.51,206.21
2019-06-24,49.645,137.78,55.835,95.695,3.817,192.6,14.909,115.63,27.92,108.66,173.85,249.64,76.95,143.06,37.08,265.3,112.33,205.5,266.77,56.74,85.51,78.45,124.91,51.92,134.14,27.98,299.87,152.56,37.104,29.26,295.55,203.92,57.18,186.11,84.71,46.27,139.22,47.63,133.222,82.24,43.6,58.27,24.607,43.76,84.5,73.16,112.73,77.83,164.571,99.72,197.49,134.37,373.99,173.38,67.41,184.83,45.68,99.02,262.34,206.85
